time (min),male1,male2,male3,male4,male5,male6
10458,34715.37583635999,44960.98626451687,15130.553326486488,56496.83775061533,32211.269133616202,41943.810420241876
10459,34718.84380795114,44973.33696142404,15130.786097639346,56509.314114906905,32216.703151876438,41948.0315405626
10460,34722.29583231428,44985.66736794083,15131.02337127095,56521.74565333957,32222.151184370145,41952.24576914159
10461,34725.731918456666,44997.977506753334,15131.265156819152,56534.13236355129,32227.61320062313,41956.453072996555
10462,34729.15207536755,45010.26740062654,15131.511463695428,56546.47424351482,32233.089170037623,41960.65341924693
10463,34732.55631201813,45022.53707240373,15131.762301284627,56558.77129153655,32238.57906189272,41964.84677511412
10464,34735.94463736143,45034.786545006136,15132.017678944876,56571.02350625636,32244.082845344048,41969.03310792144
10465,34739.31706033217,45047.015841432665,15132.277606007316,56583.23088664675,32249.600489424167,41973.21238509395
10466,34742.67358984679,45059.224984759254,15132.542091775971,56595.39343201229,32255.131963042317,41977.38457415866
10467,34746.014234803326,45071.413998138734,15132.811145527587,56607.511141989125,32260.677234984738,41981.549642744256
10468,34749.33900408131,45083.58290479982,15133.084776511412,56619.58401654415,32266.236273914576,41985.7075585813
10469,34752.64790654167,45095.73172804762,15133.362993948984,56631.61205597447,32271.809048371935,41989.858289502
10470,34755.94095102684,45107.86049126228,15133.645807033985,56643.59526090687,32277.395526774108,41994.001803440326
10471,34759.21814636049,45119.969217899095,15133.933224932123,56655.53363229707,32282.99567741538,41998.13806843187
10472,34762.479501347385,45132.05793148797,15134.22525678085,56667.42717142901,32288.609468467374,42002.26705261387
10473,34765.72502477366,45144.1266556329,15134.521911689233,56679.27587991456,32294.236867978925,42006.38872422516
10474,34768.95472540636,45156.17541401168,15134.823198737757,56691.07975969238,32299.877843876122,42010.503051606225
10475,34772.1686119936,45168.2042303754,15135.129126978176,56702.83881302777,32305.53236396255,42014.61000319891
10476,34775.36669326438,45180.21312854786,15135.439705433275,56714.553042511485,32311.2003959192,42018.70954754669
10477,34778.54897792857,45192.2021324254,15135.754943096763,56726.22245105968,32316.881907304607,42022.801653294344
10478,34781.71547467682,45204.17126597648,15136.07484893305,56737.84704191273,32322.576865554947,42026.886289188216
10479,34784.8661921805,45216.12055324089,15136.39943187707,56749.42681863478,32328.285237984022,42030.9634240758
10480,34788.00113909157,45228.05001832971,15136.728700834086,56760.96178511322,32334.006991783364,42035.03302690603
10481,34791.120324042546,45239.959685424714,15137.062664679606,56772.451945557754,32339.74209402235,42039.09506672909
10482,34794.223755646504,45251.84957877777,15137.401332259089,56783.89730449979,32345.49051164824,42043.14951269635
10483,34797.31144249685,45263.71972271077,15137.744712387792,56795.29786679191,32351.252211486266,42047.196334060296
10484,34800.3833931674,45275.57014161483,15138.092813850668,56806.65363760702,32357.027160239682,42051.235500174575
10485,34803.43961621215,45287.4008599502,15138.445645402116,56817.96462243779,32362.81532448983,42055.2669804939
10486,34806.48012016541,45299.21190224538,15138.80321576582,56829.23082709581,32368.616670696334,42059.29074457389
