time (min),fem1,fem2,fem3,fem4,fem5,fem6,fem7,fem8,fem9,fem10,fem11,fem12,fem13,fem14
68,662.9736636660913,636.378921973299,630.4525356120103,628.8314643429935,609.4422676958646,632.9790681361249,572.7485704050852,600.7407562300111,619.8433303742908,571.3045255111732,615.5377358693752,635.8496078620285,593.3467228061714,637.5563663607895
69,655.1938747702491,629.0297281625565,623.1564534822486,621.5384649424792,602.2006708871442,625.5551526467447,566.0116681456725,593.565019476869,612.4479855605737,564.4604444979329,608.4383942885086,628.3675975998045,586.2991799136395,630.3658355791997
70,647.2121912580325,621.448052876867,615.6423957891202,613.9937514962992,594.7486283951968,617.929643196495,559.0403433074023,586.1992871699475,604.9295823451082,557.4467008742018,601.094645721124,620.7135290469506,579.0457497442565,622.9345750990136
71,639.2031702287004,613.8309700374956,608.0612144156845,606.4015666423713,587.268286899245,610.2597846191161,552.0021687799959,578.7728083826012,597.3322786215832,550.3784642634179,593.7380090046644,613.0590950186047,571.7473678535899,615.4751375619071
72,631.435280402536,606.4490354349268,600.7513168285196,599.079922126752,580.0112597605047,602.8173134318749,545.2310432201515,571.5554391856793,589.9137388329938,543.5235828502007,586.6015702407562,605.5907076745757,564.6827738497517,608.2613355495702
73,623.5976325129365,599.0195368489819,593.3775706869773,591.673651010941,572.7063771627325,595.3229437526992,538.3681945752955,564.3358312800724,582.5270592824065,536.6226055176146,579.3936547932341,598.0649471919268,557.5730496650117,600.9799542493821
74,615.8056244018643,591.6374644844553,586.0324869825927,584.3490092031412,565.4686351477849,587.8956311931198,531.6566456211401,557.1457300433862,575.179673921224,529.8169039100146,572.278281811796,590.6242009111688,550.5214224448104,593.7757670117603
75,608.1971143975559,584.4438649016319,578.8999431095888,577.2239365321933,558.3900967655951,580.6417942893947,525.1061150837436,550.1133028925833,567.9709925164789,523.1333807431838,565.3337694816585,583.3567044889965,543.6422656654007,586.736591794192
76,600.4763391047393,577.1390623719388,571.6403290275629,569.9489677996455,551.2171852327667,573.2704961762661,518.4265373701189,542.9883286690481,560.6979175326699,516.3582425547024,558.237902395233,575.9575764355221,536.632911831733,579.5583123379466
77,592.6736752731808,569.7095937012572,564.2941862046456,562.5836996753249,543.958599741481,565.8142549013144,511.6394503623627,535.7927540200867,553.3414089809087,509.4876545003417,551.0526401460972,568.4867657236854,529.5807893716308,572.2850927402316
78,584.9518333653918,562.3489695329566,556.9566093874353,555.2498294096786,536.7195141598978,558.3927325198254,504.8655875680583,528.6187199476135,545.9966499450691,502.6847732412756,543.9395564627528,561.1006139066473,522.5708458614846,565.0726044223305
79,577.1771166790969,554.9455617861731,549.5803661619865,547.9082183812133,529.5147735289548,550.9722032357616,498.10870696062585,521.485634475058,538.6604835896062,495.8889070704082,536.7947952241736,553.6630936566722,515.5412505491179,557.8120335768874
80,569.7434403601178,547.9220423323496,542.5909110022881,540.9441343095718,522.6214618953884,543.909193791756,491.74660941274146,514.6203850682754,531.6041473115391,489.37664440048576,530.0095119718278,546.6030764460967,508.83018717725923,550.9700910027449
81,562.2578755313466,540.8615844045446,535.5971002729386,533.9449463256627,515.7408247399343,536.8043257330753,485.3196359566944,507.79425573526026,524.5864996783134,482.931929658907,523.177607524347,539.4460357108261,502.12255819032487,544.0476793248807
82,554.7433000059026,533.7140940053208,528.499237353298,526.8485101829962,508.7304462358621,529.5990749399194,478.7699937262263,500.82686857898454,517.5063306704902,476.31349086717603,516.2661163388159,532.2502297034883,495.314807289292,537.0297990575749
83,547.1133089293766,526.4255380855446,521.2272808865829,519.6034569156377,501.6324995035451,522.2831403885626,472.12538985462885,493.78237719856975,510.2789067772384,469.59947216505776,509.2075362219021,524.9417555967656,488.35306342488207,529.8935345500879
